kello,onntyyppi,lkmpp,lkmjk,lkmmuukulk,lkmhapa,lkmlaka,lkmmo,lkmmp,x,vvonn,kkonn,vakav,y
15.00-15.59,9,0,0,0,1,0,1,0,384932.31,2018,6,2,6673375.37
02.00-02.59,0,0,0,0,1,1,0,0,384882.74,2018,9,2,6673686.39
21.00-21.59,1,1,0,0,1,0,0,0,385184.35,2018,7,2,6675047.43
19.00-19.59,2,2,0,0,0,0,0,0,384898.64,2018,8,3,6674572.09
15.00-15.59,0,0,0,0,3,0,0,0,385149.23,2018,10,2,6676128.54
05.00-05.59,4,0,0,0,1,1,0,0,384967.27,2018,1,2,6677768.45
05.00-05.59,8,0,0,0,1,0,0,0,385155.17,2018,9,2,6676248.12
02.00-02.59,8,0,0,0,2,0,0,0,384903.16,2018,2,2,6679357.42
15.00-15.59,0,0,0,0,3,0,0,0,384871.22,2018,9,2,6679944.53
18.00-18.59,7,0,1,0,1,0,0,0,385292.29,2018,4,2,6671023.36
17.00-17.59,6,0,1,0,1,0,0,0,384979.4,2018,8,2,6671206.29
17.00-17.59,3,1,0,0,1,0,0,0,385197.44,2018,11,2,6671671.84
04.00-04.59,4,0,0,0,2,0,0,0,385280.49,2018,9,2,6671857.93
13.00-13.59,0,0,0,0,2,0,0,1,385252.33,2018,5,2,6672805.91
03.00-03.59,9,0,1,0,1,0,0,0,384928.21,2018,1,2,6672132.16
13.00-13.59,6,0,1,0,0,1,0,0,385005.79,2018,2,2,6672088.83
16.00-16.59,0,1,0,0,0,1,0,0,385124.55,2018,5,2,6673062.36
13.00-13.59,9,1,0,0,0,1,0,0,385128.45,2018,8,2,6673119.04
12.00-12.59,7,0,1,0,1,0,0,0,384152.7,2018,9,2,6674493.52
17.00-17.59,3,0,0,1,0,1,0,0,383931.05,2018,2,2,6674542.43
08.00-08.59,0,0,0,0,2,0,0,0,383949.31,2018,9,2,6674776.46
11.00-11.59,7,0,1,0,1,0,0,0,384863,2018,4,2,6675723
17.00-17.59,0,0,0,0,5,0,0,0,383878.09,2018,4,2,6679528.23
10.00-10.59,7,1,1,0,0,0,0,0,384220.55,2018,10,3,6680272.67
20.00-20.59,0,0,0,0,3,0,0,0,384330.31,2018,8,2,6679777.34
22.00-22.59,8,0,0,0,1,0,0,0,383888.53,2018,1,2,6679608.13
09.00-09.59,0,0,0,0,1,1,0,0,384514.95,2018,11,2,6679834.53
13.00-13.59,1,1,0,0,1,0,0,0,384723.6,2018,8,2,6672881.66
00.00-00.59,8,0,0,0,0,0,0,1,384761.64,2018,4,2,6673064.54
12.00-12.59,0,0,1,0,2,0,0,0,384695.62,2018,11,2,6673360.98
13.00-13.59,6,0,1,0,1,0,0,0,384519.27,2018,11,2,6673739.83
15.00-15.59,6,0,1,1,0,0,0,0,384757.32,2018,5,2,6673863.81
07.00-07.59,4,1,0,0,1,0,0,0,384359.82,2018,6,2,6674452.35
09.00-09.59,7,0,1,0,1,0,0,0,384364.02,2018,10,2,6674180.62
12.00-12.59,6,0,1,0,1,0,0,0,384051.63,2018,6,2,6673969.64
19.00-19.59,7,0,1,0,1,0,0,0,384729.59,2018,12,2,6673848.1
17.00-17.59,0,0,0,0,4,0,0,0,384441.68,2018,4,2,6671532.79
18.00-18.59,4,1,0,0,1,0,0,0,384793.11,2018,8,2,6671208.9
07.00-07.59,1,1,0,0,1,0,0,0,383999.93,2018,4,2,6671691.2
18.00-18.59,0,0,0,0,3,0,0,0,384641.7,2018,8,2,6671709.94
14.00-14.59,9,1,0,0,1,0,0,0,384602.17,2018,7,2,6671806.36
17.00-17.59,9,0,1,1,0,0,0,0,384634.58,2018,1,3,6672177.74
09.00-09.59,6,0,1,0,1,0,0,0,384696.53,2018,9,2,6672325.12
19.00-19.59,6,0,1,0,1,0,0,0,384385.51,2018,1,2,6672326.58
19.00-19.59,0,1,0,0,1,0,0,0,384511.78,2018,7,2,6672823.38
16.00-16.59,0,0,0,0,2,0,0,0,383615.74,2018,9,2,6679433.79
12.00-12.59,3,0,0,0,2,0,0,0,383808.66,2018,2,2,6679648.35
18.00-18.59,0,0,0,0,1,1,0,0,383647.84,2018,5,2,6679440.58
20.00-20.59,9,0,1,0,1,0,0,0,383116,2018,10,2,6679679
14.00-14.59,9,0,1,0,1,0,0,0,383255,2018,11,3,6679589
17.00-17.59,0,0,0,0,2,1,0,0,383602.24,2018,11,2,6679726.8
13.00-13.59,4,1,0,0,1,0,0,0,383057.27,2018,11,2,6679807.02
19.00-19.59,8,0,0,0,1,0,0,0,383444.43,2018,3,2,6680059.76
08.00-08.59,9,0,0,0,1,1,0,0,383337.65,2018,4,2,6680710.52
08.00-08.59,9,0,0,0,0,0,1,0,383602.25,2018,6,2,6675493.99
07.00-07.59,0,0,0,0,1,1,0,0,383640.83,2018,10,2,6676756.81
12.00-12.59,7,0,1,0,0,0,0,1,383741.74,2018,7,2,6676875.65
18.00-18.59,8,0,0,0,1,0,0,0,383244.36,2018,6,2,6677898.36
14.00-14.59,1,1,0,0,1,0,0,0,383524.3,2018,5,2,6678280.27
17.00-17.59,1,1,0,0,1,0,0,0,383521.48,2018,6,2,6678282.69
07.00-07.59,0,0,0,0,2,0,0,0,383749.16,2018,10,2,6679317.53
20.00-20.59,7,0,1,0,1,0,0,0,383407.15,2018,2,2,6678918.15
07.00-07.59,5,1,0,0,1,0,0,0,383424.73,2018,1,2,6678914.02
15.00-15.59,1,1,0,0,1,0,0,0,383274.34,2018,5,2,6674761.85
16.00-16.59,6,0,1,0,1,0,0,0,383792.47,2018,1,2,6674122.82
18.00-18.59,6,0,1,0,1,0,0,0,383563.21,2018,11,2,6674550.09
16.00-16.59,1,2,0,0,0,0,0,0,383776.35,2018,6,2,6671399.96
17.00-17.59,1,1,0,0,1,0,0,0,383654,2018,6,2,6671396
16.00-16.59,0,0,0,0,2,0,0,0,383648.88,2018,9,2,6671404.44
08.00-08.59,1,0,0,1,1,0,0,0,383800.9,2018,11,3,6674929.77
06.00-06.59,1,1,0,0,1,0,0,0,383627.98,2018,6,2,6675007.11
18.00-18.59,9,1,1,0,0,0,0,0,383671.37,2018,10,2,6675289.57
20.00-20.59,1,0,0,0,2,0,0,0,379197.07,2018,10,2,6677854.78
11.00-11.59,3,0,0,0,1,0,0,1,380853.45,2018,8,2,6678404.37
00.00-00.59,8,0,0,0,1,0,0,0,380104.46,2018,10,2,6677765.07
07.00-07.59,8,0,0,0,1,0,0,0,379711.28,2018,1,2,6678829.08
16.00-16.59,0,0,0,0,0,0,2,0,380691.32,2018,5,2,6679305.36
02.00-02.59,8,0,0,0,1,0,0,0,380763.42,2018,3,2,6679926.91
13.00-13.59,2,0,0,0,1,0,1,0,380850.82,2018,8,2,6679349.41
20.00-20.59,8,0,0,0,2,0,0,0,381449.16,2018,1,2,6679859.56
12.00-12.59,0,0,0,0,4,0,0,0,380939.24,2018,1,2,6680242.93
10.00-10.59,8,0,0,0,0,0,0,1,380564.59,2018,7,2,6680252.9
20.00-20.59,1,1,0,0,1,0,0,0,380749.27,2018,5,2,6680495.21
07.00-07.59,4,1,0,0,1,0,0,0,380888.98,2018,8,2,6680640.94
04.00-04.59,2,0,0,0,2,0,0,0,380556.49,2018,7,2,6680712.81
15.00-15.59,9,0,0,0,0,0,0,1,380657.74,2018,5,2,6680831.12
18.00-18.59,9,0,0,0,0,0,1,0,379521.57,2018,6,2,6681956.63
03.00-03.59,6,0,1,0,1,0,0,0,381409.58,2018,7,2,6682219.01
16.00-16.59,4,1,0,0,1,0,0,0,380509.61,2018,10,2,6682388.22
08.00-08.59,4,1,0,0,1,0,0,0,380660.2,2018,11,2,6682457.01
03.00-03.59,7,0,1,0,1,0,0,0,381393.67,2018,7,3,6682495.91
00.00-00.59,8,0,0,0,1,0,0,0,381043.98,2018,1,2,6682624.42
06.00-06.59,7,0,1,0,1,0,0,0,381250.38,2018,1,2,6683158.67
18.00-18.59,0,0,0,0,1,0,1,0,381308.07,2018,4,2,6683496.59
17.00-17.59,6,0,1,0,1,0,0,0,381380.42,2018,12,2,6683488.68
07.00-07.59,4,1,0,0,1,0,0,0,381478.43,2018,9,1,6684036.24
10.00-10.59,6,0,1,0,0,1,0,0,381353.11,2018,5,2,6684302.63
09.00-09.59,0,0,0,0,1,2,0,0,379183.96,2018,1,2,6684365.71
17.00-17.59,0,0,0,0,1,1,0,0,379379.56,2018,12,2,6684491.81
21.00-21.59,8,0,0,0,1,0,0,0,382996.64,2018,3,2,6679438.75
22.00-22.59,0,0,0,0,3,0,0,0,382611.52,2018,4,2,6677726.35
08.00-08.59,0,0,0,0,5,0,0,0,382513.46,2018,10,2,6678131.77
19.00-19.59,1,1,0,0,1,0,0,0,382193.39,2018,5,2,6678656.67
10.00-10.59,0,0,0,0,1,1,0,0,382170.8,2018,4,2,6678663.72
17.00-17.59,0,0,0,0,2,0,0,0,382972.52,2018,6,2,6679190.79
16.00-16.59,0,0,0,0,3,0,0,0,382557.6,2018,8,2,6679436.26
17.00-17.59,4,1,0,0,1,0,0,0,382681.02,2018,7,2,6678951
14.00-14.59,2,2,0,0,0,0,0,0,382357.26,2018,9,2,6679500.13
09.00-09.59,9,0,0,0,1,1,0,0,382145.21,2018,3,2,6680180.67
15.00-15.59,1,0,0,0,2,0,0,0,381846.84,2018,10,2,6681118.12
22.00-22.59,9,0,0,0,0,0,1,0,381924.53,2018,4,2,6681406.64
11.00-11.59,7,0,1,0,0,0,1,0,382255.06,2018,5,2,6681989.56
15.00-15.59,6,0,1,0,1,0,0,0,382031.72,2018,8,2,6682041.65
16.00-16.59,5,1,0,0,1,0,0,0,382610.8,2018,7,2,6682632.2
13.00-13.59,1,0,0,0,1,0,1,0,382903.06,2018,6,2,6682781.86
11.00-11.59,0,0,0,0,2,0,0,0,382806,2018,1,2,6681595.42
14.00-14.59,0,0,0,0,3,0,0,0,382485.84,2018,1,2,6682541.35
10.00-10.59,4,1,0,0,1,0,0,0,382835.54,2018,8,2,6682891.1
09.00-09.59,4,1,0,0,1,0,0,0,381974.22,2018,10,2,6684214.19
15.00-15.59,0,0,0,0,3,0,0,0,382185.08,2018,10,2,6684137.25
18.00-18.59,3,0,0,0,2,0,0,0,382102.25,2018,11,2,6684241.19
06.00-06.59,0,0,0,0,2,0,0,0,382042.6,2018,10,3,6684587.77
08.00-08.59,5,1,0,0,1,0,0,0,378499.85,2018,11,2,6681417.46
17.00-17.59,8,0,0,0,1,0,0,0,373761.55,2018,6,2,6682157.55
08.00-08.59,2,1,0,0,0,0,1,0,378858.44,2018,8,2,6682810.28
03.00-03.59,8,0,0,0,1,0,0,0,379119.18,2018,11,2,6683001.37
05.00-05.59,8,0,0,0,2,0,0,0,378532.18,2018,6,2,6683374.93
11.00-11.59,4,1,0,0,0,0,1,0,378640.7,2018,7,2,6683173
18.00-18.59,1,0,0,0,1,1,0,0,376129,2018,12,2,6683429.37
08.00-08.59,8,0,0,0,1,0,0,0,378461.75,2018,9,2,6683882.87
08.00-08.59,7,1,1,0,0,0,0,0,378065.14,2018,10,3,6678102.1
08.00-08.59,6,0,1,0,1,0,0,0,378350.73,2018,6,2,6678214.57
18.00-18.59,0,0,0,0,2,0,0,0,375363.1,2018,4,2,6678613.53
18.00-18.59,0,0,0,0,1,0,0,1,374935.36,2018,1,2,6678675.05
18.00-18.59,9,1,0,0,1,0,0,0,378854.48,2018,10,2,6678682.66
19.00-19.59,9,0,0,0,1,0,0,0,378669.7,2018,10,2,6679821.43
18.00-18.59,7,0,1,0,1,0,0,0,378935.8,2018,12,2,6679507.09
10.00-10.59,6,0,1,0,1,0,0,0,377340.34,2018,10,2,6677959.86
08.00-08.59,4,0,0,0,2,1,0,0,375355.73,2018,2,2,6677805.77
08.00-08.59,0,0,0,0,2,0,0,0,379048.43,2018,9,2,6677841.43
22.00-22.59,3,0,0,0,1,0,1,0,378909.79,2018,8,2,6677902.13
08.00-08.59,4,1,0,0,1,0,0,0,377078,2018,8,2,6677645.88
12.00-12.59,0,0,0,0,1,1,0,0,379024.17,2018,9,2,6677972.32
17.00-17.59,1,1,0,0,1,0,0,0,378722.48,2018,10,2,6678016.53
19.00-19.59,0,0,0,0,2,0,0,0,378092.67,2018,12,2,6672196.15
11.00-11.59,4,0,0,0,1,1,0,0,375500.64,2018,10,3,6671480.6
07.00-07.59,5,1,0,0,0,1,0,0,375726.4,2018,9,2,6671514.01
11.00-11.59,1,1,0,0,1,0,0,0,376543.73,2018,11,2,6671606.03
06.00-06.59,0,0,0,0,2,0,0,0,376122.59,2018,8,2,6672126.42
15.00-15.59,8,0,0,0,1,0,0,0,376509.58,2018,11,2,6672214.31
21.00-21.59,4,1,0,0,0,0,1,0,376803.66,2018,7,2,6672292.79
10.00-10.59,0,0,0,0,2,0,0,0,378992.98,2018,8,2,6672261.78
08.00-08.59,0,0,0,0,2,0,0,0,378311.79,2018,3,2,6672315.8
21.00-21.59,3,0,0,0,2,0,0,0,375409.44,2018,10,2,6672510.05
08.00-08.59,0,0,0,0,1,0,1,0,378882.66,2018,8,2,6673858.83
10.00-10.59,4,1,0,0,1,0,0,0,377898.94,2018,8,2,6673333.93
13.00-13.59,6,0,1,0,1,0,0,0,375741.03,2018,3,2,6673671.11
16.00-16.59,1,0,0,0,1,0,0,1,376476.76,2018,5,3,6673425.43
07.00-07.59,0,0,0,0,1,0,0,1,376217.45,2018,5,2,6673872.79
17.00-17.59,6,0,1,0,1,0,0,0,378983.95,2018,10,2,6673947.28
03.00-03.59,8,0,0,0,1,0,0,0,378681.13,2018,4,2,6674169.27
16.00-16.59,6,0,2,0,1,0,0,0,376714.7,2018,11,2,6674759.27
08.00-08.59,9,0,1,0,0,1,0,0,377687.58,2018,11,2,6675224
11.00-11.59,0,0,0,0,2,0,0,0,378548.72,2018,6,2,6675716.83
00.00-00.59,8,0,0,0,1,0,0,0,380000.18,2018,7,2,6676453.14
16.00-16.59,0,0,0,0,4,0,0,0,376267.63,2018,4,2,6676460.33
16.00-16.59,0,0,0,0,4,0,0,0,377257.4,2018,12,2,6676514.17
14.00-14.59,8,0,0,0,0,0,0,1,379011.43,2018,10,2,6676599.76
09.00-09.59,0,0,0,0,2,0,0,0,379116.13,2018,3,2,6676705.64
16.00-16.59,1,1,0,0,1,0,0,0,376195.79,2018,8,2,6676739.62
07.00-07.59,3,1,0,0,1,0,0,0,379925,2018,5,2,6676945.07
14.00-14.59,0,0,0,0,2,0,0,0,382721.78,2018,6,2,6669867.05
16.00-16.59,0,0,0,0,4,1,0,0,381036.81,2018,4,2,6671568.1
18.00-18.59,6,0,1,0,1,0,0,0,381048.42,2018,11,2,6671297.97
08.00-08.59,0,0,0,0,2,0,0,0,381214.41,2018,8,2,6671499.87
09.00-09.59,0,0,0,0,3,0,0,0,380749.71,2018,10,2,6671677.76
09.00-09.59,6,0,2,0,1,0,0,0,381227.24,2018,9,2,6671315.84
14.00-14.59,5,1,0,0,0,1,0,0,382938.5,2018,7,2,6671231.34
11.00-11.59,9,0,0,0,1,1,0,0,382157.17,2018,5,2,6670978.9
08.00-08.59,5,0,0,0,1,0,1,0,381906.31,2018,9,2,6671016.72
09.00-09.59,9,0,0,0,1,0,0,0,380607.12,2018,9,2,6671718.88
17.00-17.59,6,0,1,0,1,0,0,0,382260.59,2018,12,3,6675421.47
13.00-13.59,4,1,0,0,2,0,0,0,382340.37,2018,4,2,6675552.99
16.00-16.59,9,0,0,0,0,1,0,0,382755.28,2018,7,2,6675071.99
15.00-15.59,0,1,0,0,0,1,0,0,382325.36,2018,7,1,6674657.52
15.00-15.59,4,1,0,0,1,0,0,0,382076.8,2018,4,2,6675926.22
23.00-23.59,6,0,1,0,1,0,0,0,382473.74,2018,7,2,6676306.85
18.00-18.59,7,0,1,0,1,0,0,0,382443.5,2018,8,2,6676308.4
13.00-13.59,0,0,0,0,2,0,0,0,382483.56,2018,3,2,6676545.9
09.00-09.59,5,0,0,0,1,0,1,0,382526.41,2018,11,2,6676705.39
19.00-19.59,1,1,0,0,1,0,0,0,382861.18,2018,7,2,6677019.15
14.00-14.59,7,0,1,0,1,0,0,0,382764.64,2018,7,2,6677221.62
07.00-07.59,0,0,0,0,2,0,0,0,382050.74,2018,4,2,6677462.39
19.00-19.59,1,1,0,0,1,0,0,0,381800.89,2018,4,2,6677629.97
18.00-18.59,1,0,0,0,1,0,1,0,374024.46,2018,4,2,6677251.67
08.00-08.59,8,0,0,0,2,0,0,0,372290.41,2018,6,2,6676529.96
17.00-17.59,1,1,0,0,1,0,0,0,374023.22,2018,9,2,6677260.35
16.00-16.59,6,0,2,0,1,0,0,0,371879.06,2018,12,2,6676616.75
19.00-19.59,2,0,0,0,1,0,0,2,373759.87,2018,5,2,6677381.83
18.00-18.59,6,0,1,1,0,0,0,0,374388.3,2018,1,2,6672139.88
00.00-00.59,8,0,0,0,1,0,0,0,375269.33,2018,9,3,6672151.77
17.00-17.59,4,0,0,0,1,1,0,0,375114.17,2018,6,2,6674437.89
09.00-09.59,4,0,0,0,2,0,0,0,375114.41,2018,7,2,6674436.1
23.00-23.59,2,0,0,0,2,0,0,0,374128.13,2018,7,3,6674360.79
15.00-15.59,0,0,0,0,2,0,0,0,375008.12,2018,6,2,6674833.86
17.00-17.59,4,1,0,0,1,0,0,0,372015.07,2018,8,2,6670576.9
13.00-13.59,9,0,0,0,0,1,1,0,374140.34,2018,11,3,6671194.89
03.00-03.59,8,0,0,0,1,0,0,0,372595.65,2018,3,3,6671470.43
06.00-06.59,0,0,0,0,1,1,0,0,372558.2,2018,9,3,6671706.29
19.00-19.59,9,0,0,0,0,1,0,0,374418.64,2018,5,2,6671445.5
07.00-07.59,0,0,0,0,1,1,0,0,374402.38,2018,11,2,6671761.2
16.00-16.59,4,1,0,0,1,0,0,0,374248.76,2018,5,2,6671884.7
12.00-12.59,5,0,0,0,1,0,1,0,409102.57,2018,10,2,6685661.3
11.00-11.59,1,1,0,0,1,0,0,0,407338.76,2018,6,2,6685692.61
20.00-20.59,4,1,0,0,1,0,0,0,408450.58,2018,8,2,6685710.19
20.00-20.59,6,0,1,0,1,0,0,0,407755.16,2018,3,2,6685793.63
16.00-16.59,0,0,0,0,3,0,0,0,380776.99,2018,11,2,6685763.29
12.00-12.59,0,0,0,0,2,1,0,0,381908.34,2018,12,2,6685053.5
06.00-06.59,1,1,0,0,1,0,0,0,385208.42,2018,5,2,6686039.45
02.00-02.59,0,0,0,1,1,0,0,0,380237.42,2018,4,2,6685363.69
18.00-18.59,1,0,0,0,2,0,0,0,381790.99,2018,1,2,6685457.41
16.00-16.59,0,0,0,0,2,0,0,0,381709.96,2018,11,2,6686008.67
21.00-21.59,9,0,1,0,2,0,0,0,384636,2018,6,2,6686260
18.00-18.59,0,0,0,0,4,1,0,0,383648.97,2018,5,2,6686475.93
14.00-14.59,0,0,0,0,3,0,0,0,381193.2,2018,10,2,6686656.46
15.00-15.59,0,0,0,0,1,1,0,0,381106.08,2018,10,2,6686844.89
23.00-23.59,0,0,0,0,1,0,0,1,376404.15,2018,7,2,6686225.92
22.00-22.59,2,0,0,0,1,1,0,0,377921.17,2018,12,2,6684962
19.00-19.59,9,1,0,0,1,0,0,0,377219.81,2018,6,2,6685316.38
14.00-14.59,5,1,0,0,0,1,0,0,374990.69,2018,9,2,6687144.12
14.00-14.59,9,0,0,0,2,0,0,0,387113,2018,5,2,6684968
16.00-16.59,0,0,0,0,2,0,0,0,388845.13,2018,11,2,6685064.16
18.00-18.59,0,0,0,0,2,0,0,0,388358.23,2018,10,2,6685175.01
12.00-12.59,3,0,0,0,2,0,0,0,387324.01,2018,2,2,6685423.15
16.00-16.59,6,0,1,0,1,0,0,0,387228.12,2018,12,2,6685427.06
19.00-19.59,1,1,0,0,1,0,0,0,387631.68,2018,5,2,6685434.63
16.00-16.59,6,0,1,0,1,0,0,0,387332.27,2018,12,2,6685526.87
06.00-06.59,0,0,0,0,2,0,0,0,388432.52,2018,10,2,6685560.51
16.00-16.59,1,0,0,0,1,0,0,1,388227.24,2018,5,2,6685652.32
10.00-10.59,4,0,0,0,2,0,0,0,386766.64,2018,11,2,6686275
08.00-08.59,9,0,0,0,1,1,0,0,386171.95,2018,7,2,6686129.65
12.00-12.59,4,0,0,0,1,0,1,0,387870,2018,10,2,6685848.89
20.00-20.59,0,0,0,0,2,0,0,0,385605.78,2018,4,2,6686281.66
10.00-10.59,4,0,0,0,2,0,0,0,386774.38,2018,11,2,6686282.86
18.00-18.59,4,0,0,0,1,0,1,0,386768.31,2018,7,3,6686290.28
15.00-15.59,5,0,0,0,5,0,0,0,387392.07,2018,2,3,6686867.26
15.00-15.59,0,0,0,0,2,0,0,0,388818.01,2018,5,2,6686404.48
18.00-18.59,0,0,0,0,1,1,0,0,385353,2018,7,2,6686331.01
09.00-09.59,5,0,0,0,1,1,0,0,387925.97,2018,12,2,6687227.28
23.00-23.59,4,0,0,0,2,0,0,0,388982.18,2018,1,2,6686570.3
12.00-12.59,0,0,0,0,1,1,0,0,388891.95,2018,1,2,6686573.53
16.00-16.59,0,0,0,0,3,0,0,0,390264.59,2018,4,2,6684811.34
12.00-12.59,0,0,0,0,1,2,0,0,390199.82,2018,2,2,6684850.64
22.00-22.59,0,0,0,0,2,0,0,0,390120.33,2018,8,3,6684896.71
07.00-07.59,3,0,0,0,2,0,0,0,389281.37,2018,11,2,6685125.99
10.00-10.59,9,1,0,0,0,1,0,0,392109.11,2018,9,2,6685567.39
21.00-21.59,5,0,0,0,2,0,0,0,389296.13,2018,8,2,6685165.74
21.00-21.59,6,0,1,0,1,0,0,0,391210.3,2018,12,2,6685626.27
15.00-15.59,5,1,0,0,2,0,0,0,391733.67,2018,5,2,6685653.31
08.00-08.59,4,0,0,0,2,0,0,0,389353.23,2018,4,2,6685662.16
13.00-13.59,0,0,0,0,2,0,0,0,391550.52,2018,11,2,6686059.65
07.00-07.59,1,1,0,0,1,0,0,0,391637.79,2018,10,2,6686039.15
11.00-11.59,0,0,0,0,2,0,0,0,389276.69,2018,6,2,6685780.06
15.00-15.59,4,0,0,0,2,0,0,0,389096.4,2018,4,2,6686385.19
16.00-16.59,4,1,0,0,1,0,0,0,391201.14,2018,9,1,6686405.47
16.00-16.59,0,0,0,0,4,0,0,0,392883,2018,8,2,6684725.58
16.00-16.59,0,0,0,0,2,0,0,0,394796.62,2018,6,2,6686316.32
08.00-08.59,0,0,0,0,0,0,2,0,392465.5,2018,11,2,6686340.02
15.00-15.59,2,0,0,0,3,1,0,0,395219.23,2018,5,2,6686570.1
21.00-21.59,0,0,0,0,0,0,0,2,391286.47,2018,9,3,6686697.73
23.00-23.59,8,0,0,0,1,0,0,0,389131.55,2018,6,2,6686966.98
14.00-14.59,4,0,0,0,2,0,0,0,389220.9,2018,2,2,6686754.13
